"OpCode","Family","species","MaxN","depth","temperature","sea","n_measure","min_FL","mean_FL","max_FL","sd_FL","se_FL","MoE_FL","ci_low","ci_high"
"isrnaha141119A","Labridae","Thalassoma pavo",1,13.8,24,"med",1,81.02,81.02,81.02,NA,NA,NA,NA,NA
"isrnaha141119A","Labridae","Xyrichtys novacula",13,13.8,24,"med",8,46.28,69.26,103.87,16.06,5.68,11.13,58.13,80.39
"isrnaha141119A","Mullidae","Parupeneus forsskali",6,13.8,24,"med",6,33.62,52.29,76.68,17.61,7.19,14.09,38.2,66.38
"isrnaha141119A","Scaridae","Scarus ghobban",1,13.8,24,"med",1,34.5,34.5,34.5,NA,NA,NA,NA,NA
"isrnaha141119A","Siganidae","Siganus luridus",3,13.8,24,"med",3,57.58,62.39,65.91,4.32,2.49,4.88,57.51,67.27
"isrnaha141119A","Siganidae","Siganus rivulatus",7,13.8,24,"med",4,71.7,77.92,88.12,7.19,3.6,7.05,70.87,84.97
"isrnaha141119A","Tetraodontidae","Lagocephalus sceleratus",6,13.8,24,"med",6,381.19,441.11,570.9,69.38,28.33,55.52,385.59,496.63
"isrnaha280722A","Carangidae","Caranx crysos",7,13.1,30,"med",7,262.3,286.4,333.97,22.92,8.66,16.98,269.41,303.38
"isrnaha280722A","Dasyatidae","Taeniura grabata",1,13.1,30,"med",1,1092.38,1092.38,1092.38,NA,NA,NA,NA,NA
"isrnaha280722A","Gobiidae","Gobius bucchichi",1,13.1,30,"med",0,NA,NA,NA,NA,NA,NA,NA,NA
"isrnaha280722A","Labridae","Coris julis",7,13.1,30,"med",5,38.63,68.8,98.49,22.34,9.99,19.59,49.21,88.38
"isrnaha280722A","Labridae","Pteragogus trispilus",1,13.1,30,"med",1,83.63,83.63,83.63,NA,NA,NA,NA,NA
"isrnaha280722A","Labridae","Thalassoma pavo",3,13.1,30,"med",3,52.28,72.65,90.31,19.15,11.06,21.68,50.97,94.32
"isrnaha280722A","Serranidae","Serranus scriba",1,13.1,30,"med",1,137.15,137.15,137.15,NA,NA,NA,NA,NA
"isrnaha280722A","Sparidae","Diplodus sargus",1,13.1,30,"med",1,134.12,134.12,134.12,NA,NA,NA,NA,NA
"isrnaha280722A","Sparidae","Pagrus caeruleostictus",1,13.1,30,"med",1,106.92,106.92,106.92,NA,NA,NA,NA,NA
"isrnaha280722A","Tetraodontidae","Lagocephalus sceleratus",4,13.1,30,"med",4,451.12,477.12,512.74,25.91,12.96,25.4,451.73,502.52
"isrnaha280722B","Holocentridae","Sargocentron rubrum",1,22.4,28,"med",0,NA,NA,NA,NA,NA,NA,NA,NA
"isrnaha280722B","Labridae","Coris julis",3,22.4,28,"med",3,28.31,35.59,40.68,6.47,3.73,7.32,28.27,42.9
"isrnaha280722B","Labridae","Thalassoma pavo",2,22.4,28,"med",1,57.38,57.38,57.38,NA,NA,NA,NA,NA
"isrnaha280722B","Mullidae","Parupeneus forsskali",3,22.4,28,"med",3,103.68,133.23,174.76,37.03,21.38,41.9,91.33,175.13
"isrnaha280722B","Muraenidae","Gymnothorax unicolor",1,22.4,28,"med",0,NA,NA,NA,NA,NA,NA,NA,NA
"isrnaha280722B","Pomacentridae","Chromis chromis",12,22.4,28,"med",9,66.54,88.58,126.74,22.93,7.64,14.98,73.6,103.56
"isrnaha280722B","Serranidae","Epinephelus costae",1,22.4,28,"med",1,418.22,418.22,418.22,NA,NA,NA,NA,NA
"isrnaha280722B","Serranidae","Epinephelus marginatus",2,22.4,28,"med",1,251.17,251.17,251.17,NA,NA,NA,NA,NA
"isrnaha280722B","Serranidae","Serranus scriba",1,22.4,28,"med",1,151.63,151.63,151.63,NA,NA,NA,NA,NA
"isrnaha280722B","Siganidae","Siganus luridus",6,22.4,28,"med",4,141.24,172.39,193.72,24.05,12.02,23.57,148.82,195.96
"isrnaha280722B","Sparidae","Diplodus sargus",2,22.4,28,"med",2,145.07,163.21,181.35,25.65,18.14,35.55,127.66,198.76
"isrnaha280722B","Sparidae","Pagrus caeruleostictus",1,22.4,28,"med",1,207.8,207.8,207.8,NA,NA,NA,NA,NA
"isrnaha280722C","Fistulariidae","Fistularia commersonii",1,35.2,26,"med",1,906.89,906.89,906.89,NA,NA,NA,NA,NA
"isrnaha280722C","Labridae","Symphodus tinca",1,35.2,26,"med",1,53.47,53.47,53.47,NA,NA,NA,NA,NA
"isrnaha280722C","Mullidae","Parupeneus forsskali",1,35.2,26,"med",1,119.31,119.31,119.31,NA,NA,NA,NA,NA
"isrnaha280722C","Scaridae","Sparisoma cretense",1,35.2,26,"med",1,125.09,125.09,125.09,NA,NA,NA,NA,NA
"isrnaha280722C","Scorpaenidae","Pterois miles",1,35.2,26,"med",1,317.5,317.5,317.5,NA,NA,NA,NA,NA
"isrnaha280722C","Serranidae","Serranus cabrilla",2,35.2,26,"med",2,118.36,127.75,137.13,13.27,9.39,18.4,109.35,146.14
"isrnaha280722C","Sparidae","Boops boops",188,35.2,26,"med",31,34.63,57.6,87.11,10.67,1.92,3.76,53.84,61.36
"isrnaha280722C","Sparidae","Pagellus erythrinus",1,35.2,26,"med",1,98.16,98.16,98.16,NA,NA,NA,NA,NA
"isrnaha280722C","Sparidae","Pagrus pagrus",3,35.2,26,"med",3,64.52,75.99,86.24,10.91,6.3,12.35,63.64,88.34
"isrnaha280722C","Tetraodontidae","Lagocephalus sceleratus",5,35.2,26,"med",5,394.92,462.33,529.72,49.19,22,43.12,419.21,505.46
"isrnaha280722C","Tetraodontidae","Torquigener flavimaculosus",1,35.2,26,"med",1,88.06,88.06,88.06,NA,NA,NA,NA,NA
"isrnaha280722D","Sparidae","Boops boops",326,46,26,"med",30,25.81,45.04,79.45,11.35,2.07,4.06,40.98,49.1
"isrnaha280722D","Tetraodontidae","Lagocephalus sceleratus",12,46,26,"med",12,240.69,294.21,482.62,63.74,18.4,36.07,258.14,330.27
"isrnaha280722E","Carangidae","Seriola dumerili",1,63.5,19,"med",1,1131.49,1131.49,1131.49,NA,NA,NA,NA,NA
"isrnaha280722E","Nemipteridae","Nemipterus randalli",2,63.5,19,"med",1,105.62,105.62,105.62,NA,NA,NA,NA,NA
"isrnaha280722G","Nemipteridae","Nemipterus randalli",4,73.7,17,"med",3,102.92,129.3,159.28,28.35,16.37,32.08,97.21,161.38
"isrnaha280722G","Sparidae","Pagellus erythrinus",2,73.7,17,"med",2,139.31,159.18,179.06,28.11,19.87,38.95,120.23,198.14
"isrnaha280722G","Tetraodontidae","Lagocephalus sceleratus",2,73.7,17,"med",2,440.66,491.4,542.15,71.77,50.75,99.46,391.94,590.87
"isrnaha280722H","Sparidae","Dentex macrophthalmus",1,140,15,"med",1,120.86,120.86,120.86,NA,NA,NA,NA,NA
"isrnaha280722H","Sparidae","Dentex maroccanus",1,140,15,"med",1,92.76,92.76,92.76,NA,NA,NA,NA,NA
"isrnaha280722I","Nemipteridae","Nemipterus randalli",3,109,16,"med",3,113.17,121.15,129.53,8.19,4.73,9.26,111.89,130.42
"isrnaha280722I","Sparidae","Dentex macrophthalmus",6,109,16,"med",3,43.57,54.75,64.75,10.64,6.14,12.04,42.71,66.78
"isrnaha280722J","Nemipteridae","Nemipterus randalli",2,104,16,"med",1,117.59,117.59,117.59,NA,NA,NA,NA,NA
"isrnaha280722J","Sparidae","Dentex macrophthalmus",21,104,16,"med",13,36.03,53.1,73.87,10.36,2.87,5.63,47.46,58.73
"isrnaha280722J","Sparidae","Dentex maroccanus",1,104,16,"med",1,66.3,66.3,66.3,NA,NA,NA,NA,NA
"isrnahl250422A","Carangidae","Seriola dumerili",1,10,18,"med",1,1100.38,1100.38,1100.38,NA,NA,NA,NA,NA
"isrnahl250422A","Dasyatidae","Taeniura grabata",1,10,18,"med",1,1313.86,1313.86,1313.86,NA,NA,NA,NA,NA
"isrnahl250422A","Echeneidae","Echeneis naucrates",1,10,18,"med",1,436.09,436.09,436.09,NA,NA,NA,NA,NA
"isrnahl250422A","Gobiidae","Gobius geniporus",2,10,18,"med",2,73.73,82.64,91.54,12.6,8.91,17.46,65.18,100.09
"isrnahl250422A","Labridae","Coris julis",4,10,18,"med",4,56.18,72.99,94.85,19.65,9.82,19.25,53.73,92.24
"isrnahl250422A","Labridae","Thalassoma pavo",2,10,18,"med",2,56.91,68.8,80.7,16.82,11.9,23.32,45.49,92.12
"isrnahl250422A","Sparidae","Pagellus erythrinus",7,10,18,"med",5,40.82,41.78,43.03,1.11,0.5,0.98,40.81,42.76
"isrnahl250422A","Tetraodontidae","Lagocephalus sceleratus",1,10,18,"med",1,529.17,529.17,529.17,NA,NA,NA,NA,NA
"isrnahl250422A","Tetraodontidae","Torquigener flavimaculosus",1,10,18,"med",1,144.62,144.62,144.62,NA,NA,NA,NA,NA
"isrnahl250422B","Sparidae","Boops boops",178,28.8,17,"med",15,25.59,42.05,59.78,9.29,2.4,4.7,37.35,46.75
"isrnahl250422B","Sparidae","Pagrus auriga",1,28.8,17,"med",1,166.37,166.37,166.37,NA,NA,NA,NA,NA
"isrnahl250422B","Tetraodontidae","Lagocephalus sceleratus",1,28.8,17,"med",1,153.93,153.93,153.93,NA,NA,NA,NA,NA
"isrnahl250422B","Tetraodontidae","Lagocephalus suezensis",2,28.8,17,"med",2,139.05,186.41,233.77,66.98,47.36,92.83,93.59,279.24
"isrnahl250422C","Tetraodontidae","Lagocephalus guentheri",1,45.8,17,"med",1,235.89,235.89,235.89,NA,NA,NA,NA,NA
"isrnahl250422C","Tetraodontidae","Lagocephalus sceleratus",7,45.8,17,"med",6,121.4,244.64,433.52,140.33,57.29,112.29,132.35,356.92
"isrnahl250422D","Carangidae","Trachurus trachurus",5,51.2,17,"med",5,184.82,216.08,244.95,22.4,10.02,19.64,196.45,235.72
"isrnahl250422D","Nemipteridae","Nemipterus randalli",1,51.2,17,"med",1,155.12,155.12,155.12,NA,NA,NA,NA,NA
"isrnahl250422D","Sparidae","Pagellus erythrinus",1,51.2,17,"med",1,260.69,260.69,260.69,NA,NA,NA,NA,NA
"isrnahl250422D","Tetraodontidae","Lagocephalus sceleratus",2,51.2,17,"med",2,416.29,419.63,422.97,4.72,3.34,6.54,413.09,426.17
"isrnahl250422E","Nemipteridae","Nemipterus randalli",3,72,17,"med",2,97.57,122.61,147.65,35.41,25.04,49.08,73.54,171.69
"isrnahl250422F","Nemipteridae","Nemipterus randalli",7,80,16,"med",7,79.6,98.54,142.47,22.36,8.45,16.56,81.97,115.1
"isrnahl250422G","Mullidae","Upeneus moluccensis",7,89,16,"med",7,121.07,139.6,158.39,14.91,5.63,11.04,128.55,150.64
"isrnahl250422G","Nemipteridae","Nemipterus randalli",1,89,16,"med",1,98.95,98.95,98.95,NA,NA,NA,NA,NA
"isrnahl250422H","Mullidae","Upeneus moluccensis",1,113,16,"med",1,120.08,120.08,120.08,NA,NA,NA,NA,NA
"isrnahl250422I","Mullidae","Upeneus moluccensis",1,141,15,"med",1,228.7,228.7,228.7,NA,NA,NA,NA,NA
"isrnahl250422I","Nemipteridae","Nemipterus randalli",1,141,15,"med",1,146.86,146.86,146.86,NA,NA,NA,NA,NA
"isrnahl250422I","Sparidae","Dentex maroccanus",2,141,15,"med",1,120.72,120.72,120.72,NA,NA,NA,NA,NA
"isrnahl250422J","Nemipteridae","Nemipterus randalli",1,83.3,16,"med",1,53.48,53.48,53.48,NA,NA,NA,NA,NA
"isrnahl250422J","Tetraodontidae","Lagocephalus sceleratus",2,83.3,16,"med",2,436.03,454.52,473.02,26.16,18.5,36.25,418.27,490.78
"isrnahl250422K","Nemipteridae","Nemipterus randalli",1,139,15,"med",1,134.29,134.29,134.29,NA,NA,NA,NA,NA
"isrnahl250422K","Sparidae","Dentex maroccanus",1,139,15,"med",1,144.27,144.27,144.27,NA,NA,NA,NA,NA
"isrrosh030221A","Labridae","Coris julis",2,12.6,18,"med",2,38.95,56.82,74.7,25.28,17.88,35.04,21.79,91.86
"isrrosh030221A","Labridae","Thalassoma pavo",1,12.6,18,"med",1,51.32,51.32,51.32,NA,NA,NA,NA,NA
"isrrosh030221A","Serranidae","Epinephelus costae",2,12.6,18,"med",2,242.39,343.75,445.1,143.34,101.36,198.66,145.09,542.4
"isrrosh030221A","Serranidae","Mycteroperca rubra",4,12.6,18,"med",4,418.04,562.68,690.12,134.15,67.07,131.47,431.21,694.15
"isrrosh030221A","Sparidae","Dentex dentex",1,12.6,18,"med",1,438.3,438.3,438.3,NA,NA,NA,NA,NA
"isrrosh030221A","Tetraodontidae","Torquigener flavimaculosus",1,12.6,18,"med",1,105.15,105.15,105.15,NA,NA,NA,NA,NA
"isrrosh030221C","Carangidae","Seriola dumerili",1,40,18,"med",1,1060.15,1060.15,1060.15,NA,NA,NA,NA,NA
"isrrosh030221C","Labridae","Coris julis",2,40,18,"med",1,81.76,81.76,81.76,NA,NA,NA,NA,NA
"isrrosh030221C","Labridae","Thalassoma pavo",2,40,18,"med",2,67.18,101.43,135.68,48.44,34.25,67.13,34.3,168.56
"isrrosh030221C","Pomacentridae","Chromis chromis",6,40,18,"med",2,71.42,71.85,72.28,0.61,0.43,0.84,71.01,72.69
"isrrosh030221C","Scaridae","Scarus ghobban",3,40,18,"med",2,452.89,466.81,480.74,19.69,13.92,27.29,439.52,494.1
"isrrosh030221C","Sciaenidae","Sciaena umbra",23,40,18,"med",4,363.65,414.02,484.87,55.28,27.64,54.18,359.85,468.2
"isrrosh030221C","Serranidae","Epinephelus costae",1,40,18,"med",1,496.53,496.53,496.53,NA,NA,NA,NA,NA
"isrrosh030221C","Serranidae","Mycteroperca rubra",2,40,18,"med",2,292.39,302.9,313.41,14.86,10.51,20.6,282.3,323.5
"isrrosh030221C","Sparidae","Diplodus cervinus",2,40,18,"med",1,343.55,343.55,343.55,NA,NA,NA,NA,NA
"isrrosh030221C","Sparidae","Diplodus sargus",2,40,18,"med",1,254.59,254.59,254.59,NA,NA,NA,NA,NA
"isrrosh030221C","Sparidae","Diplodus vulgaris",15,40,18,"med",11,107.05,188.03,224.12,35.28,10.64,20.85,167.18,208.88
"isrrosh030221C","Sparidae","Pagrus caeruleostictus",1,40,18,"med",1,375.62,375.62,375.62,NA,NA,NA,NA,NA
"isrrosh030221C","Tetraodontidae","Lagocephalus sceleratus",2,40,18,"med",2,395.72,403.16,410.6,10.52,7.44,14.58,388.58,417.74
"isrrosh030221C","Tetraodontidae","Torquigener flavimaculosus",3,40,18,"med",1,96.57,96.57,96.57,NA,NA,NA,NA,NA
"isrrosh030221D","Carangidae","Seriola dumerili",2,31.9,18,"med",2,654.18,705.47,756.77,72.54,51.3,100.54,604.93,806.02
"isrrosh030221D","Echeneidae","Echeneis naucrates",1,31.9,18,"med",1,240.48,240.48,240.48,NA,NA,NA,NA,NA
"isrrosh030221D","Labridae","Coris julis",4,31.9,18,"med",3,78.72,91.99,114.91,19.93,11.5,22.55,69.44,114.54
"isrrosh030221D","Mullidae","Parupeneus forsskali",1,31.9,18,"med",1,56.05,56.05,56.05,NA,NA,NA,NA,NA
"isrrosh030221D","Myliobatidae","Rhinoptera marginata",1,31.9,18,"med",1,1185.14,1185.14,1185.14,NA,NA,NA,NA,NA
"isrrosh030221D","Pomacentridae","Chromis chromis",5,31.9,18,"med",0,NA,NA,NA,NA,NA,NA,NA,NA
"isrrosh030221D","Scaridae","Sparisoma cretense",2,31.9,18,"med",2,60.42,62.35,64.28,2.73,1.93,3.78,58.57,66.13
"isrrosh030221D","Scombridae","Euthynnus alletteratus",5,31.9,18,"med",4,449.43,544.74,656.44,87.09,43.55,85.35,459.39,630.09
"isrrosh030221D","Scombridae","Scomberomorus commerson",1,31.9,18,"med",1,1312.61,1312.61,1312.61,NA,NA,NA,NA,NA
"isrrosh030221D","Serranidae","Serranus cabrilla",1,31.9,18,"med",1,112.58,112.58,112.58,NA,NA,NA,NA,NA
"isrrosh030221D","Sparidae","Pagrus caeruleostictus",2,31.9,18,"med",2,397.52,421.08,444.64,33.32,23.56,46.18,374.89,467.26
"isrrosh030221D","Tetraodontidae","Lagocephalus sceleratus",1,31.9,18,"med",1,441.29,441.29,441.29,NA,NA,NA,NA,NA
"isrrosh030221E","Tetraodontidae","Lagocephalus sceleratus",1,66.3,18,"med",1,508.33,508.33,508.33,NA,NA,NA,NA,NA
"isrrosh030221F","Carangidae","Seriola dumerili",12,76.8,18,"med",4,500.24,625.74,845.71,151.4,75.7,148.37,477.37,774.12
"isrrosh030221G","Carangidae","Seriola dumerili",1,113.5,18,"med",0,NA,NA,NA,NA,NA,NA,NA,NA
"isrrosh030221G","Nemipteridae","Nemipterus randalli",1,113.5,18,"med",1,73.07,73.07,73.07,NA,NA,NA,NA,NA
"isrrosh030221G","Tetraodontidae","Lagocephalus sceleratus",2,113.5,18,"med",1,510.86,510.86,510.86,NA,NA,NA,NA,NA
"isrrosh030221H","Nemipteridae","Nemipterus randalli",1,124.4,18,"med",1,111.83,111.83,111.83,NA,NA,NA,NA,NA
"isrrosh030221H","Rajidae","Raja clavata",1,124.4,18,"med",1,453.43,453.43,453.43,NA,NA,NA,NA,NA
"isrrosh030221H","Sparidae","Dentex macrophthalmus",1,124.4,18,"med",1,74.46,74.46,74.46,NA,NA,NA,NA,NA
"isrrosh030221H","Sparidae","Pagellus acarne",1,124.4,18,"med",1,137.62,137.62,137.62,NA,NA,NA,NA,NA
"isrrosh071020A","Labridae","Symphodus tinca",1,10.4,27,"med",1,48.95,48.95,48.95,NA,NA,NA,NA,NA
"isrrosh071020A","Labridae","Thalassoma pavo",5,10.4,27,"med",4,22.39,42.59,58.22,16.21,8.11,15.89,26.7,58.47
"isrrosh071020A","Pomacentridae","Chromis chromis",10,10.4,27,"med",10,72.55,82.89,97.63,8.16,2.58,5.06,77.83,87.95
"isrrosh071020A","Scaridae","Scarus ghobban",1,10.4,27,"med",0,NA,NA,NA,NA,NA,NA,NA,NA
"isrrosh071020A","Serranidae","Epinephelus marginatus",2,10.4,27,"med",2,181.77,229.68,277.58,67.75,47.91,93.89,135.78,323.57
"isrrosh071020A","Serranidae","Mycteroperca rubra",1,10.4,27,"med",1,166.26,166.26,166.26,NA,NA,NA,NA,NA
"isrrosh071020A","Siganidae","Siganus luridus",89,10.4,27,"med",49,49.38,160.54,251.24,72.06,10.29,20.18,140.37,180.72
"isrrosh071020A","Siganidae","Siganus rivulatus",37,10.4,27,"med",28,61.11,153.08,242.89,54.25,10.25,20.09,132.99,173.18
"isrrosh071020A","Sparidae","Dentex dentex",1,10.4,27,"med",1,214.82,214.82,214.82,NA,NA,NA,NA,NA
"isrrosh071020A","Sparidae","Diplodus sargus",1,10.4,27,"med",1,181.53,181.53,181.53,NA,NA,NA,NA,NA
"isrrosh071020B","Echeneidae","Echeneis naucrates",2,31.1,28,"med",2,120.61,160.28,199.95,56.1,39.67,77.75,82.53,238.04
"isrrosh071020B","Labridae","Xyrichtys novacula",1,31.1,28,"med",0,NA,NA,NA,NA,NA,NA,NA,NA
"isrrosh071020B","Myliobatidae","Rhinoptera marginata",2,31.1,28,"med",1,1192.31,1192.31,1192.31,NA,NA,NA,NA,NA
"isrrosh071020B","Scombridae","Scomberomorus commerson",5,31.1,28,"med",5,633.28,720.05,773.88,66.32,29.66,58.13,661.92,778.19
"isrrosh071020B","Tetraodontidae","Lagocephalus sceleratus",9,31.1,28,"med",9,184.98,197.13,206.99,7.54,2.51,4.93,192.2,202.05
"isrrosh071020B","Tetraodontidae","Lagocephalus suezensis",3,31.1,28,"med",1,102.27,102.27,102.27,NA,NA,NA,NA,NA
"isrrosh071020C","Sparidae","Boops boops",0,51,27,"med",0,NA,NA,NA,NA,NA,NA,NA,NA
"isrrosh071020D","Carangidae","Trachurus mediterraneus",4,68.7,22,"med",2,109.69,148.85,188.01,55.38,39.16,76.76,72.09,225.61
"isrrosh071020D","Tetraodontidae","Lagocephalus guentheri",5,68.7,22,"med",1,98.86,98.86,98.86,NA,NA,NA,NA,NA
"isrrosh071020E","Nemipteridae","Nemipterus randalli",1,90,17,"med",1,73.72,73.72,73.72,NA,NA,NA,NA,NA
"isrrosh071020F","Sparidae","Dentex macrophthalmus",16,106.1,17,"med",7,51.11,54.49,58.35,2.41,0.91,1.79,52.7,56.27
"isrrosh071020F","Sparidae","Pagellus acarne",4,106.1,17,"med",3,80.29,92.61,100.1,10.75,6.21,12.17,80.45,104.78
"isrrosh071020G","Sparidae","Pagellus acarne",35,132,16,"med",10,139.19,159.42,183.08,15.24,4.82,9.44,149.98,168.87
"isrrosh071020H","Carangidae","Caranx crysos",4,32.8,28,"med",1,491.9,491.9,491.9,NA,NA,NA,NA,NA
"isrrosh071020H","Myliobatidae","Rhinoptera marginata",1,32.8,28,"med",1,1116.85,1116.85,1116.85,NA,NA,NA,NA,NA
"isrrosh071020H","Tetraodontidae","Lagocephalus suezensis",7,32.8,28,"med",7,58.42,100.67,154.08,38.06,14.38,28.19,72.47,128.86
"isrrosh081020A","Blenniidae","Parablennius zvonimiri",1,10.1,28,"med",1,41.04,41.04,41.04,NA,NA,NA,NA,NA
"isrrosh081020A","Dasyatidae","Himantura uarnak",1,10.1,28,"med",0,NA,NA,NA,NA,NA,NA,NA,NA
"isrrosh081020A","Holocentridae","Sargocentron rubrum",2,10.1,28,"med",1,159.31,159.31,159.31,NA,NA,NA,NA,NA
"isrrosh081020A","Labridae","Thalassoma pavo",2,10.1,28,"med",2,24.65,46.93,69.21,31.51,22.28,43.67,3.26,90.6
"isrrosh081020A","Mullidae","Parupeneus forsskali",1,10.1,28,"med",0,NA,NA,NA,NA,NA,NA,NA,NA
"isrrosh081020A","Pomacentridae","Chromis chromis",7,10.1,28,"med",2,89.61,89.9,90.19,0.41,0.29,0.56,89.34,90.46
"isrrosh081020A","Scaridae","Sparisoma cretense",1,10.1,28,"med",1,140.25,140.25,140.25,NA,NA,NA,NA,NA
"isrrosh081020A","Serranidae","Epinephelus marginatus",1,10.1,28,"med",0,NA,NA,NA,NA,NA,NA,NA,NA
"isrrosh081020A","Serranidae","Mycteroperca rubra",1,10.1,28,"med",0,NA,NA,NA,NA,NA,NA,NA,NA
"isrrosh081020A","Siganidae","Siganus luridus",23,10.1,28,"med",6,63.6,97,229.47,65.38,26.69,52.31,44.69,149.31
"isrrosh081020A","Siganidae","Siganus rivulatus",12,10.1,28,"med",0,NA,NA,NA,NA,NA,NA,NA,NA
"isrrosh081020A","Sparidae","Boops boops",13,10.1,28,"med",0,NA,NA,NA,NA,NA,NA,NA,NA
"isrrosh081020A","Sparidae","Diplodus sargus",2,10.1,28,"med",0,NA,NA,NA,NA,NA,NA,NA,NA
"isrrosh081020B","Carangidae","Caranx crysos",1,25.9,27,"med",1,477.73,477.73,477.73,NA,NA,NA,NA,NA
"isrrosh081020B","Carangidae","Seriola dumerili",4,25.9,27,"med",4,285.77,313,339.15,23.12,11.56,22.66,290.34,335.66
"isrrosh081020B","Labridae","Xyrichtys novacula",8,25.9,27,"med",4,39.87,44.17,52.88,5.95,2.97,5.83,38.34,50
"isrrosh081020B","Tetraodontidae","Lagocephalus sceleratus",14,25.9,27,"med",14,304.31,338.45,366.15,17.16,4.59,8.99,329.46,347.44
"isrrosh081020C","Carangidae","Seriola dumerili",1,45.4,25,"med",1,409.95,409.95,409.95,NA,NA,NA,NA,NA
"isrrosh081020C","Tetraodontidae","Lagocephalus guentheri",4,45.4,25,"med",4,173.43,180.09,189.27,7.11,3.55,6.97,173.13,187.06
"isrrosh081020C","Tetraodontidae","Lagocephalus suezensis",10,45.4,25,"med",4,94.98,103.35,115.78,9.07,4.54,8.89,94.45,112.24
"isrrosh081020D","Tetraodontidae","Lagocephalus guentheri",5,63.1,20,"med",3,121.18,130.67,141.09,9.99,5.77,11.3,119.37,141.98
"isrrosh081020E","Mullidae","Upeneus moluccensis",1,86.9,17,"med",1,70.53,70.53,70.53,NA,NA,NA,NA,NA
"isrrosh081020E","Nemipteridae","Nemipterus randalli",8,86.9,17,"med",6,40.82,68.05,91.45,16.46,6.72,13.17,54.88,81.22
"isrrosh081020F","Nemipteridae","Nemipterus randalli",2,110,17,"med",2,100.98,107.19,113.41,8.79,6.22,12.18,95.01,119.38
"isrrosh081020F","Sparidae","Dentex macrophthalmus",4,110,17,"med",4,68.04,72.61,80.76,5.88,2.94,5.76,66.85,78.37
"isrrosh081020F","Sparidae","Dentex maroccanus",1,110,17,"med",1,137.3,137.3,137.3,NA,NA,NA,NA,NA
"isrrosh081020G","Mullidae","Upeneus moluccensis",1,135.8,16,"med",1,143.03,143.03,143.03,NA,NA,NA,NA,NA
"isrrosh081020G","Sparidae","Boops boops",1,135.8,16,"med",1,158.71,158.71,158.71,NA,NA,NA,NA,NA
"isrrosh081020G","Sparidae","Dentex maroccanus",2,135.8,16,"med",1,143.03,143.03,143.03,NA,NA,NA,NA,NA
"isrrosh081020G","Sparidae","Pagellus acarne",83,135.8,16,"med",15,86.16,117.5,148.69,22.18,5.73,11.22,106.27,128.72
"isrrosh081020H","Carangidae","Seriola dumerili",2,34.8,25,"med",2,253.71,297.96,342.2,62.57,44.24,86.72,211.24,384.67
"isrrosh081020H","Labridae","Coris julis",2,34.8,25,"med",2,43.67,45.24,46.82,2.23,1.58,3.09,42.15,48.34
"isrrosh081020H","Tetraodontidae","Lagocephalus sceleratus",7,34.8,25,"med",7,321.19,360.59,487.72,57.52,21.74,42.61,317.97,403.2
"isrrosh141119B","Labridae","Coris julis",1,11.5,24,"med",1,119.66,119.66,119.66,NA,NA,NA,NA,NA
"isrrosh141119B","Labridae","Thalassoma pavo",2,11.5,24,"med",2,98.08,98.62,99.16,0.76,0.54,1.06,97.56,99.68
"isrrosh141119B","Mullidae","Parupeneus forsskali",4,11.5,24,"med",4,53.91,123.95,157.45,47.88,23.94,46.93,77.03,170.88
"isrrosh141119B","Myliobatidae","Rhinoptera marginata",2,11.5,24,"med",1,1098.95,1098.95,1098.95,NA,NA,NA,NA,NA
"isrrosh141119B","Pomacentridae","Chromis chromis",14,11.5,24,"med",14,52.18,69.45,109.87,15.63,4.18,8.19,61.26,77.64
"isrrosh141119B","Serranidae","Mycteroperca rubra",2,11.5,24,"med",1,284.99,284.99,284.99,NA,NA,NA,NA,NA
"isrrosh141119B","Serranidae","Serranus cabrilla",1,11.5,24,"med",1,138.44,138.44,138.44,NA,NA,NA,NA,NA
"isrrosh141119B","Serranidae","Serranus scriba",1,11.5,24,"med",1,143.14,143.14,143.14,NA,NA,NA,NA,NA
"isrrosh141119B","Siganidae","Siganus rivulatus",6,11.5,24,"med",6,61.7,74.2,90.29,11.8,4.82,9.44,64.76,83.64
"isrrosh141119B","Sparidae","Boops boops",21,11.5,24,"med",21,77.51,98.5,180.82,24.5,5.35,10.48,88.02,108.98
"isrrosh141119B","Sparidae","Diplodus vulgaris",3,11.5,24,"med",3,73.64,77.5,80.71,3.58,2.07,4.05,73.44,81.55
"isrrosh141119B","Sparidae","Spicara smaris",1,11.5,24,"med",1,72.68,72.68,72.68,NA,NA,NA,NA,NA
"isrrosh270722A","Echeneidae","Echeneis naucrates",2,5.6,30,"med",1,352.75,352.75,352.75,NA,NA,NA,NA,NA
"isrrosh270722A","Labridae","Coris julis",6,5.6,30,"med",5,29.14,77.64,137.45,43.25,19.34,37.91,39.73,115.55
"isrrosh270722A","Labridae","Thalassoma pavo",6,5.6,30,"med",6,49.6,65.99,95.82,17.51,7.15,14.01,51.98,79.99
"isrrosh270722A","Pomacentridae","Chromis chromis",2,5.6,30,"med",1,32.19,32.19,32.19,NA,NA,NA,NA,NA
"isrrosh270722A","Serranidae","Serranus scriba",2,5.6,30,"med",2,85.99,114.99,144,41.01,29,56.84,58.15,171.84
"isrrosh270722A","Sparidae","Pagrus caeruleostictus",1,5.6,30,"med",1,138.19,138.19,138.19,NA,NA,NA,NA,NA
